Time,THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5::Des Sens Cool Load [W],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Cool Mass Flow [kg/s],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
17:45:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,9.491868E+02,5.254095E-02,6.642783E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,6.361589E+01,5.249459E-02,4.452096E-03 
18:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,8.956498E+02,5.254095E-02,6.268114E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,3.235298E+01,5.249459E-02,2.264192E-03 
18:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,8.140760E+02,5.254095E-02,5.697229E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,1.291089E+01,5.249459E-02,9.035560E-04 
18:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,7.020770E+02,5.254095E-02,4.913417E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,2.549750E+00,5.249459E-02,1.784418E-04 
18:45:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,5.594351E+02,5.254095E-02,3.915152E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
19:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,4.068286E+02,5.254095E-02,2.847150E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
19:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,2.597011E+02,5.254095E-02,1.817493E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
19:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,1.362684E+02,5.254095E-02,9.536611E-03,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
19:45:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,5.972642E+01,5.254095E-02,4.179896E-03,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
20:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,1.664390E+01,5.254095E-02,1.164807E-03,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
20:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
20:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
20:45:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
21:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
21:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
21:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
21:45:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
22:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
22:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
22:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
22:45:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
23:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
23:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
23:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
23:45:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
24:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
Peak,8.564695E+02,5.243451E+02,5.249459E-02,3.669550E-02,8.572259E+02,9.852818E+02,5.254095E-02,6.895372E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,5.776675E+02,5.249459E-02,4.042733E-02 

Peak Vol Flow (m3/s),,,4.359932E-02,3.047740E-02,,,4.363783E-02,5.726943E-02,,,4.363783E-02,0.000000E+00,,,1.681375E-02,0.000000E+00,,,4.359932E-02,3.357687E-02 
