Time,THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3::Des Sens Cool Load [W],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
07:15:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
07:30:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
07:45:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
08:00:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
08:15:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
08:30:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
08:45:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
09:00:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
09:15:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,1.044108E+01,5.653104E-02,7.345516E-04,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
09:30:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,2.486407E+01,5.653104E-02,1.743986E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
09:45:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,4.316916E+01,5.653104E-02,3.025045E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
10:00:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,6.627234E+01,5.653104E-02,4.641891E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
10:15:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,8.221414E+01,5.653104E-02,5.753713E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
10:30:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,9.660927E+01,5.653104E-02,6.761076E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
10:45:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,1.084982E+02,5.653104E-02,7.593110E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
11:00:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,1.158701E+02,5.653104E-02,8.109022E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
11:15:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,1.190849E+02,5.653104E-02,8.334007E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
11:30:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,1.157515E+02,5.653104E-02,8.100719E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
11:45:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,1.043457E+02,5.653104E-02,7.302504E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
12:00:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,8.508567E+01,5.653104E-02,5.954612E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
12:15:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,6.219011E+01,5.653104E-02,4.352296E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,8.148630E+00,5.653104E-02,5.740880E-04,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
12:30:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,4.123341E+01,5.653104E-02,2.885671E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,2.167104E+01,5.653104E-02,1.520496E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
12:45:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,2.578398E+01,5.653104E-02,1.804463E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,3.942490E+01,5.653104E-02,2.762977E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
13:00:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,1.723428E+01,5.653104E-02,1.206123E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,6.247082E+01,5.653104E-02,4.375816E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
13:15:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,1.277143E+01,5.653104E-02,8.937953E-04,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,8.177179E+01,5.653104E-02,5.722751E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
13:30:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,1.025953E+01,5.653104E-02,7.180028E-04,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,9.968212E+01,5.653104E-02,6.976122E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
13:45:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,8.836080E+00,5.653104E-02,6.183843E-04,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,1.167532E+02,5.653104E-02,8.170817E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
14:00:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,8.056327E+00,5.653104E-02,5.638141E-04,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,1.312505E+02,5.653104E-02,9.185391E-03,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00 
14:15:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,7.578184E+00,5.653104E-02,5.303518E-04,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,1.431430E+02,5.653104E-02,1.001767E-02,9.258592E+02,8.496715E+00,5.674761E-02,6.013012E-04 
14:30:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,7.192438E+00,5.653104E-02,5.033557E-04,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,1.519795E+02,5.653104E-02,1.063607E-02,9.258592E+02,3.253997E+01,5.674761E-02,2.284124E-03 
14:45:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,6.749418E+00,5.653104E-02,4.723514E-04,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,1.573614E+02,5.653104E-02,1.101271E-02,9.258592E+02,6.449217E+01,5.674761E-02,4.520257E-03 
15:00:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,6.131449E+00,5.653104E-02,4.291034E-04,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,1.588830E+02,5.653104E-02,1.111920E-02,9.258592E+02,1.114097E+02,5.674761E-02,7.803705E-03 
15:15:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,5.203493E+00,5.653104E-02,3.641613E-04,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,1.561566E+02,5.653104E-02,1.092839E-02,9.258592E+02,1.616998E+02,5.674761E-02,1.131650E-02 
15:30:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,3.888677E+00,5.653104E-02,2.721452E-04,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,1.489655E+02,5.653104E-02,1.042514E-02,9.258592E+02,2.070591E+02,5.674761E-02,1.449069E-02 
15:45:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,2.416233E+00,5.653104E-02,1.690977E-04,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,1.374277E+02,5.653104E-02,9.617698E-03,9.258592E+02,2.536989E+02,5.674761E-02,1.775468E-02 
16:00:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,1.148688E+00,5.653104E-02,8.038981E-05,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,1.222153E+02,5.653104E-02,8.553084E-03,9.258592E+02,2.930244E+02,5.674761E-02,2.050680E-02 
16:15:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,3.154945E-01,5.653104E-02,2.207958E-05,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,1.049598E+02,5.653104E-02,7.345484E-03,9.258592E+02,3.264648E+02,5.674761E-02,2.284708E-02 
16:30:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,8.781343E+01,5.653104E-02,6.145520E-03,9.258592E+02,3.526971E+02,5.674761E-02,2.468293E-02 
16:45:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,7.239950E+01,5.653104E-02,5.066798E-03,9.258592E+02,3.716555E+02,5.674761E-02,2.600974E-02 
17:00:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,5.939002E+01,5.653104E-02,4.156346E-03,9.258592E+02,3.832985E+02,5.674761E-02,2.682460E-02 
17:15:00,2.070434E+02,0.000000E+00,1.269007E-02,0.000000E+00,9.223257E+02,0.000000E+00,5.653104E-02,0.000000E+00,9.258592E+02,0.000000E+00,5.674761E-02,0.000000E+00,9.223257E+02,4.850525E+01,5.653104E-02,3.394589E-03,9.258592E+02,3.874506E+02,5.674761E-02,2.711522E-02 
