Time,THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1::Des Sens Cool Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Cool Mass Flow [kg/s],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3::Des Sens Cool Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Cool Mass Flow [kg/s],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5::Des Sens Cool Load [W],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
18:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,9.265419E+01,2.253153E-01,6.484335E-03 
18:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,5.543260E+01,2.253153E-01,3.879376E-03 
18:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,2.098819E+01,2.253153E-01,1.468830E-03 
19:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
19:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
19:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
19:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
20:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
20:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
20:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
20:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
21:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
21:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
21:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
21:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
22:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
22:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
22:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
22:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
23:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
23:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
23:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
23:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
24:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
Peak,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,1.241445E+02,2.253153E-01,8.697298E-03 

Peak Vol Flow (m3/s),,,9.858221E-01,0.000000E+00,,,1.870462E-01,0.000000E+00,,,1.871353E-01,0.000000E+00,,,1.870462E-01,0.000000E+00,,,1.871353E-01,7.223530E-03 
